         5315333 function calls (5109638 primitive calls) in 8.355 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 lax.py:3121(_dot_general_shape_computation)
       67    0.000    0.000    0.000    0.000 sharding_impls.py:856(_device_assignment)
       67    0.000    0.000    0.001    0.000 __init__.py:296(<genexpr>)
       15    0.000    0.000    0.000    0.000 util.py:480(__eq__)
       34    0.000    0.000    0.000    0.000 ad.py:511(defjvp)
      184    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1765(_parse_hextet)
        2    0.000    0.000    0.001    0.001 lax.py:950(dot_general)
      122    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
        2    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
       58    0.000    0.000    0.000    0.000 _parser.py:97(closegroup)
      2/1    0.000    0.000    0.002    0.002 __init__.py:264(_expand_vars)
        1    0.000    0.000    0.001    0.001 gpu_sparse.py:1(<module>)
      8/6    0.000    0.000    0.001    0.000 pjit.py:1874(pjit_forwarding_rule)
        3    0.000    0.000    0.000    0.000 numeric.py:144(ones)
      120    0.000    0.000    0.000    0.000 util.py:370(<genexpr>)
        2    0.000    0.000    0.001    0.000 dlpack.py:1(<module>)
      202    0.000    0.000    0.000    0.000 dataclasses.py:1172(<genexpr>)
       92    0.000    0.000    0.000    0.000 partial_eval.py:2387(get_states)
        1    0.000    0.000    0.003    0.003 cache_key.py:1(<module>)
       42    0.000    0.000    0.000    0.000 mlir.py:679(__init__)
       14    0.000    0.000    0.002    0.000 lax.py:3736(_broadcast_in_dim_staging_rule)
       12    0.000    0.000    0.000    0.000 lax.py:3130(tuple_delete)
        1    0.000    0.000    0.000    0.000 _local.py:482(Path)
       46    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        2    0.000    0.000    0.011    0.006 loops.py:415(_scan_impl)
        1    0.000    0.000    0.000    0.000 synchronize.py:370(Barrier)
        1    0.000    0.000    0.000    0.000 attrs.py:1(<module>)
       35    0.000    0.000    0.000    0.000 batching.py:994(defbroadcasting)
        3    0.000    0.000    0.000    0.000 lax.py:4117(_reshape_shape_rule)
      106    0.000    0.000    0.000    0.000 glob.py:224(_join)
       43    0.000    0.000    0.000    0.000 pxla.py:2056(read)
       30    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.023    0.023 xla_bridge.py:845(backends)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
        7    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
       20    0.000    0.000    0.000    0.000 pjit.py:2364(keep_where)
        1    0.000    0.000    0.000    0.000 lax_numpy.py:10517(_attempt_rewriting_take_via_slice)
        1    0.000    0.000    0.003    0.003 ufunc_api.py:1(<module>)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
      102    0.000    0.000    0.000    0.000 dataclasses.py:673(<genexpr>)
        1    0.000    0.000    0.001    0.001 lax_numpy.py:9843(_roll_static)
        1    0.000    0.000    0.000    0.000 _histograms_impl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:1(<module>)
       52    0.000    0.000    0.001    0.000 <frozen genericpath>:26(lexists)
       15    0.000    0.000    0.000    0.000 dtypes.py:231(_canonicalize_dtype)
      157    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       52    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
      6/4    0.000    0.000    0.004    0.001 array_methods.py:1040(meth)
        1    0.000    0.000    0.001    0.001 uuid.py:1(<module>)
       74    0.000    0.000    0.000    0.000 dtypes.py:330(_issubclass)
        1    0.000    0.000    0.002    0.002 decoder.py:1(<module>)
       31    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
       18    0.000    0.000    0.000    0.000 _abc.py:130(with_segments)
       77    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
        1    0.000    0.000    0.100    0.100 __config__.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       42    0.000    0.000    0.000    0.000 __init__.py:63(get_dialect_registry)
       42    0.000    0.000    0.000    0.000 pxla.py:2954(__init__)
       11    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.002    0.002 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:432(_sanity_check)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
        1    0.000    0.000    0.002    0.002 gzip.py:1(<module>)
       51    0.000    0.000    0.000    0.000 util.py:219(<genexpr>)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x740fca3ba8e0}
        1    0.000    0.000    0.005    0.005 cli.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reduction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 prng.py:135(PRNGKeyArray)
       42    0.000    0.000    0.000    0.000 xla_bridge.py:785(canonicalize_platform)
       16    0.000    0.000    0.005    0.000 lax.py:1860(<genexpr>)
       42    0.000    0.000    0.000    0.000 util.py:114(implements)
        2    0.000    0.000    0.038    0.019 loops.py:268(_create_jaxpr)
        6    0.000    0.000    0.001    0.000 lax.py:1090(broadcast_to_rank)
        1    0.000    0.000    0.000    0.000 types.py:228(AbstractRef)
        1    0.000    0.000    0.000    0.000 mesh.py:107(Mesh)
        1    0.000    0.000    0.000    0.000 _func_ops_gen.py:1(<module>)
       23    0.000    0.000    0.007    0.000 overrides.py:177(decorator)
       60    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        6    0.000    0.000    0.000    0.000 functools.py:873(register)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       85    0.000    0.000    0.000    0.000 pxla.py:2193(<genexpr>)
        1    0.000    0.000    0.000    0.000 common.py:1(<module>)
      107    0.000    0.000    0.000    0.000 pxla.py:2150(<genexpr>)
      218    0.000    0.000    0.000    0.000 dataclasses.py:1111(<genexpr>)
        1    0.000    0.000    0.018    0.018 __init__.py:74(_site_initialize)
        2    0.000    0.000    0.000    0.000 mlir.py:2325(iota)
       14    0.000    0.000    0.000    0.000 _functools.py:89(pass_none)
        1    0.000    0.000    0.023    0.023 qdwh.py:1(<module>)
       86    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
        4    0.000    0.000    0.001    0.000 lax_numpy.py:1698(reshape)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        1    0.000    0.000    0.000    0.000 subprocess.py:756(Popen)
        1    0.000    0.000    0.002    0.002 ufunc_api.py:43(ufunc)
       43    0.000    0.000    0.000    0.000 monitoring.py:46(record_event)
       26    0.000    0.000    0.000    0.000 tree_util.py:712(__str__)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1285(_sanity_check)
        4    0.000    0.000    0.000    0.000 loops.py:92(_promote_weak_typed_inputs)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
      120    0.000    0.000    0.000    0.000 mlir.py:992(_to_physical_op_sharding)
        8    0.000    0.000    0.000    0.000 ad.py:688(f_jvp_traceable)
       42    0.000    0.000    0.000    0.000 mlir.py:533(dump_module_to_file)
       86    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 traceback.py:989(TracebackException)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
       99    0.000    0.000    0.000    0.000 partial_eval.py:1511(<genexpr>)
        7    0.000    0.000    0.000    0.000 lax.py:4536(_reduce_number_dtype_rule)
        2    0.000    0.000    0.008    0.004 distributed.py:1(<module>)
        1    0.000    0.000    0.003    0.003 std.py:1(<module>)
       28    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       53    0.000    0.000    0.000    0.000 __init__.py:170(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       54    0.000    0.000    0.000    0.000 glob.py:111(<genexpr>)
        1    0.000    0.000    0.000    0.000 vectorize.py:1(<module>)
      125    0.000    0.000    0.000    0.000 array_methods.py:756(__init__)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:1(<module>)
        7    0.000    0.000    0.000    0.000 lax.py:5560(check_same_dtypes)
      110    0.000    0.000    0.000    0.000 typing.py:2999(<genexpr>)
       13    0.000    0.000    0.000    0.000 mlir.py:2490(cache_lowering)
        1    0.000    0.000    0.014    0.014 _utils_impl.py:1(<module>)
       33    0.000    0.000    0.000    0.000 core.py:493(write)
        4    0.000    0.000    0.000    0.000 lax.py:1889(unop_dtype_rule)
       42    0.000    0.000    0.000    0.000 dispatch.py:186(should_tuple_args)
      109    0.000    0.000    0.000    0.000 _compiler.py:426(_get_iscased)
       25    0.000    0.000    0.000    0.000 random.py:167(resolve_prng_impl)
        1    0.000    0.000    0.008    0.008 message.py:1(<module>)
       78    0.000    0.000    0.000    0.000 enum.py:68(_is_internal_class)
        1    0.000    0.000    0.002    0.002 indexing.py:1(<module>)
       78    0.000    0.000    0.000    0.000 pjit.py:262(<genexpr>)
      120    0.000    0.000    0.000    0.000 mlir.py:1014(_to_xla_layout)
       87    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
        1    0.000    0.000    0.006    0.006 __init__.py:999(entry_points)
        1    0.000    0.000    0.001    0.001 scale.py:1(<module>)
        1    0.000    0.000    0.001    0.001 lax_numpy.py:8011(dot)
        3    0.000    0.000    0.000    0.000 dtypes.py:582(_least_upper_bound)
        1    0.000    0.000    0.000    0.000 index_tricks.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ipaddress.py:1(<module>)
      102    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
       10    0.000    0.000    0.000    0.000 prng.py:799(<genexpr>)
       57    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       86    0.000    0.000    0.000    0.000 profiler.py:419(trace)
        1    0.000    0.000    0.001    0.001 lax.py:1258(reduce)
        8    0.000    0.000    0.000    0.000 mlir.py:117(i64_attr)
        1    0.000    0.000    0.002    0.002 __init__.py:450(_init_config_vars)
        6    0.000    0.000    0.000    0.000 __init__.py:759(mtime)
        1    0.000    0.000    0.001    0.001 utils.py:333(_screen_shape_linux)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.001    0.001 colab_lib.py:1(<module>)
       85    0.000    0.000    0.000    0.000 pxla.py:2166(<genexpr>)
       52    0.000    0.000    0.001    0.000 glob.py:202(_lexists)
        5    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
      107    0.000    0.000    0.000    0.000 pxla.py:2151(<genexpr>)
       18    0.000    0.000    0.000    0.000 <frozen posixpath>:228(expanduser)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
       10    0.000    0.000    0.000    0.000 core.py:1772(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
       38    0.000    0.000    0.000    0.000 __init__.py:1307(append)
        4    0.000    0.000    0.001    0.000 array_methods.py:299(_reshape)
        4    0.000    0.000    0.005    0.001 pjit.py:2280(_pjit_transpose_trace)
        1    0.000    0.000    0.008    0.008 feedparser.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lax.py:3665(_broadcast_in_dim_transpose_rule)
       42    0.000    0.000    0.000    0.000 sharding_impls.py:1135(__post_init__)
       21    0.000    0.000    0.000    0.000 enum.py:198(__get__)
        1    0.000    0.000    0.000    0.000 _builtin_ops_gen.py:1(<module>)
       18    0.000    0.000    0.000    0.000 sharding.py:211(shard_shape)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.003    0.003 hashlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mesh.py:161(__new__)
        9    0.000    0.000    0.000    0.000 core.py:1538(concretization_function_error)
        1    0.000    0.000    0.000    0.000 {built-in method fcntl.ioctl}
        7    0.000    0.000    0.000    0.000 functools.py:90(_gt_from_lt)
       77    0.000    0.000    0.000    0.000 <frozen os>:734(__iter__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2681(DynamicIotaOp)
        8    0.000    0.000    0.000    0.000 <frozen posixpath>:175(dirname)
        4    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.000    0.000 sharding_specs.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen posixpath>:165(basename)
        3    0.000    0.000    0.017    0.006 lazy_loader.py:44(__getattr__)
        2    0.000    0.000    0.000    0.000 core.py:3039(__array_finalize__)
       31    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 tree.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:955(__init__)
        7    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 _abc.py:403(PathBase)
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
        6    0.000    0.000    0.001    0.000 lax.py:3135(_dot_general_dtype_rule)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        6    0.000    0.000    0.000    0.000 enum.py:1581(__or__)
       39    0.000    0.000    0.000    0.000 lax.py:3806(<genexpr>)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
       85    0.000    0.000    0.000    0.000 pxla.py:2562(<genexpr>)
