         5315333 function calls (5109638 primitive calls) in 8.355 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:878(BroadcastInDimOp)
        1    0.000    0.000    0.000    0.000 __init__.py:1205(_ZipWriteFile)
        7    0.000    0.000    0.000    0.000 lax.py:173(<genexpr>)
        2    0.000    0.000    0.000    0.000 _local.py:252(_from_parsed_string)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:158(AtanOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2888(IfOp)
        1    0.000    0.000    0.000    0.000 tempfile.py:432(_TemporaryFileCloser)
        2    0.000    0.000    0.000    0.000 compilation_cache.py:122(_is_cache_enabled)
        2    0.000    0.000    0.000    0.000 threading.py:1018(_set_ident)
        1    0.000    0.000    0.000    0.000 pxla.py:2899(MeshExecutableFastpathData)
        1    0.000    0.000    0.000    0.000 arrayprint.py:951(FloatingFormat)
        5    0.000    0.000    0.000    0.000 __init__.py:443(<genexpr>)
        1    0.000    0.000    0.000    0.000 dispatch.py:109(RuntimeTokenSet)
        1    0.000    0.000    0.000    0.000 errors.py:525(UnexpectedTracerError)
        1    0.000    0.000    0.000    0.000 xla_client.py:548(CustomCallTargetTraits)
        1    0.000    0.000    0.000    0.000 custom_derivatives.py:495(__init__)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:303(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:185(AtanhOp)
       10    0.000    0.000    0.000    0.000 lax.py:4283(<genexpr>)
        1    0.000    0.000    0.000    0.000 lax.py:1797(_upcast_fp16_for_computation)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4056(RealDynamicSliceOp)
        1    0.000    0.000    0.000    0.000 stages.py:311(XlaLowering)
       16    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        1    0.000    0.000    0.000    0.000 config.py:830(_GlobalExtraJitContext)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3581(MapOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1849(DivOp)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:364(errstate)
        4    0.000    0.000    0.000    0.000 dataclasses.py:646(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:2427(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 __init__.py:273(select)
        3    0.000    0.000    0.000    0.000 utils.py:16(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:292(JaxprEqn)
        1    0.000    0.000    0.000    0.000 ast.py:1826(__getattr__)
        1    0.000    0.000    0.000    0.000 stages.py:714(Traced)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3258(MulOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2350(DynamicIotaOp)
        7    0.000    0.000    0.000    0.000 enum.py:422(<genexpr>)
        1    0.000    0.000    0.000    0.000 custom_derivatives.py:460(custom_vjp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2771(DynamicReshapeOp)
        1    0.000    0.000    0.000    0.000 __init__.py:1119(__init__)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:515(_is_param_expr)
        3    0.000    0.000    0.000    0.000 std.py:226(__init__)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4056(RemOp)
        5    0.000    0.000    0.000    0.000 arrayprint.py:944(_none_or_positive_arg)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5880(TransposeOp)
        1    0.000    0.000    0.000    0.000 lax_numpy.py:10665(_Indexer)
        1    0.000    0.000    0.000    0.000 parse.py:829(__getattr__)
        1    0.000    0.000    0.000    0.000 cloud_tpu_cluster.py:202(GkeTpuCluster)
        1    0.000    0.000    0.000    0.000 partial_eval.py:776(JaxprEqnRecipe)
        1    0.000    0.000    0.000    0.000 stages.py:212(XlaExecutable)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2104(UnpackSubelementsOp)
        1    0.000    0.000    0.000    0.000 weakref.py:352(__init__)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1441(ErfInvOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1846(CrossReplicaSumOp)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 pretty_printer.py:180(_ColorDoc)
        1    0.000    0.000    0.000    0.000 __init__.py:1271(_StderrHandler)
        2    0.000    0.000    0.000    0.000 utils.py:222(__eq__)
        2    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6754(__array_finalize__)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1835(__init__)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1414(DigammaOp)
       11    0.000    0.000    0.000    0.000 lax.py:188(_identity)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:383(AndOp)
        1    0.000    0.000    0.000    0.000 socketserver.py:392(TCPServer)
        1    0.000    0.000    0.000    0.000 ssl.py:227(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:5422(WhileOp)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:29(__array_namespace_info__)
        1    0.000    0.000    0.000    0.000 api.py:1487(_PmapFastpathData)
        1    0.000    0.000    0.000    0.000 partition_spec.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:436(AndOp)
        1    0.000    0.000    0.000    0.000 __init__.py:176(HTTPMethod)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1278(ConcatenateOp)
        1    0.000    0.000    0.000    0.000 gzip.py:79(_PaddedFile)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:1079(AxisEnv)
        1    0.000    0.000    0.000    0.000 core.py:1414(AbstractValue)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1450(ConcatenateOp)
        1    0.000    0.000    0.000    0.000 lax_numpy.py:170(_ScalarMeta)
        1    0.000    0.000    0.000    0.000 records.py:282(recarray)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2814(GetDimensionSizeOp)
        1    0.000    0.000    0.000    0.000 reduction.py:211(_C)
        2    0.000    0.000    0.000    0.000 prng.py:456(<lambda>)
        1    0.000    0.000    0.000    0.000 profiler.py:74(__init__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2090(DivOp)
        1    0.000    0.000    0.000    0.000 __init__.py:306(PackagePath)
        1    0.000    0.000    0.000    0.000 utils.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:104(AsinOp)
        1    0.000    0.000    0.000    0.000 synchronize.py:130(Semaphore)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1488(ConstantOp)
        1    0.000    0.000    0.000    0.000 __init__.py:28(Rc)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:413(DelayOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:702(BroadcastInDimOp)
        1    0.000    0.000    0.000    0.000 prng.py:70(PRNGImpl)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:415(Atan2Op)
        1    0.000    0.000    0.000    0.000 _colorize.py:8(ANSIColors)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 __init__.py:61(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:510(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:440(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 lax.py:1398(_reduce_or)
        1    0.000    0.000    0.000    0.000 xla.py:239(TranslationContext)
        1    0.000    0.000    0.000    0.000 fnmatch.py:85(_translate)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 string.py:287(parse)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1316(ConstantOp)
        4    0.000    0.000    0.000    0.000 core.py:680(_aval_property)
        1    0.000    0.000    0.000    0.000 _func_ops_gen.py:243(ReturnOp)
        1    0.000    0.000    0.000    0.000 array_api_metadata.py:48(ArrayNamespaceInfo)
        1    0.000    0.000    0.000    0.000 config.py:1680(_update_all_transfer_guard_global)
        4    0.000    0.000    0.000    0.000 mixins.py:53(_unary_method)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4784(ShiftRightLogicalOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2040(TraceStartOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3624(MaxOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5032(SelectOp)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1497(IPv4Network)
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 _iinfo.py:25(iinfo)
        3    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3564(PowOp)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        1    0.000    0.000    0.000    0.000 tree_util.py:470(_HashableCallableShim)
        1    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        3    0.000    0.000    0.000    0.000 reductions.py:153(<lambda>)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:313(CreateMaskOp)
        1    0.000    0.000    0.000    0.000 util.py:658(StrictABCMeta)
        1    0.000    0.000    0.000    0.000 pxla.py:1148(InputsHandler)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3043(IsFiniteOp)
        1    0.000    0.000    0.000    0.000 threading.py:1335(cancel)
       10    0.000    0.000    0.000    0.000 pjit.py:1843(<genexpr>)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2440(DynamicReshapeOp)
        1    0.000    0.000    0.000    0.000 records.py:56(format_parser)
        1    0.000    0.000    0.000    0.000 util.py:45(ParsedDoc)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1151(ComplexOp)
        1    0.000    0.000    0.000    0.000 config.py:630(string_state)
        1    0.000    0.000    0.000    0.000 _tqdm_pandas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:966(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:953(CaseOp)
        1    0.000    0.000    0.000    0.000 batching.py:49(JumbleTy)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1626(CrossReplicaSumOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4320(RoundOp)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 introspect.py:1(<module>)
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1323(ComplexOp)
        1    0.000    0.000    0.000    0.000 api_util.py:133(_HashableWithStrictTypeEquality)
        1    0.000    0.000    0.000    0.000 client.py:1504(IncompleteRead)
        1    0.000    0.000    0.000    0.000 _sdy_ops_gen.py:423(ShardingGroupOp)
        4    0.000    0.000    0.000    0.000 typing.py:1105(__hash__)
       12    0.000    0.000    0.000    0.000 shard_map.py:1072(<lambda>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3436(IotaOp)
        1    0.000    0.000    0.000    0.000 types.py:42(RefEffect)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:72(_DTypeDict)
        2    0.000    0.000    0.000    0.000 {built-in method jaxlib.mlir._mlir_libs._mlir.ir.isinstance}
        1    0.000    0.000    0.000    0.000 __init__.py:1973(__del__)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:82(AfterAllOp)
        1    0.000    0.000    0.000    0.000 _datasource.py:532(Repository)
        1    0.000    0.000    0.000    0.000 utils.py:117(Comparable)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3373(OrOp)
        1    0.000    0.000    0.000    0.000 util.py:556(OrderedSet)
        8    0.000    0.000    0.000    0.000 __init__.py:1353(disable)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:6084(WhileOp)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3226(MinOp)
        2    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        8    0.000    0.000    0.000    0.000 linear_util.py:378(hashable_partial)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 __init__.py:49(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 typing.py:71(DuckTypedArray)
        1    0.000    0.000    0.000    0.000 core.py:1078(__init__)
        1    0.000    0.000    0.000    0.000 ffi.py:296(HashableArray)
        1    0.000    0.000    0.000    0.000 ad.py:545(<lambda>)
        1    0.000    0.000    0.000    0.000 ad_util.py:86(SymbolicZero)
        1    0.000    0.000    0.000    0.000 core.py:1000(TraceStack)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:5329(UnaryEinsumOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3244(GetDimensionSizeOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4720(ShiftLeftOp)
       11    0.000    0.000    0.000    0.000 _globals.py:58(__repr__)
       11    0.000    0.000    0.000    0.000 lax.py:3113(<genexpr>)
        1    0.000    0.000    0.000    0.000 stages.py:358(ArgInfo)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:66(_DTypeDictBase)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4516(RemOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:678(BitcastConvertOp)
        3    0.000    0.000    0.000    0.000 lax.py:3376(dot_algorithm_attr)
        6    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 colab_debugger.py:113(FramePreview)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:740(BroadcastOp)
        1    0.000    0.000    0.000    0.000 _builtin_ops_gen.py:87(UnrealizedConversionCastOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3281(GetTupleElementOp)
        1    0.000    0.000    0.000    0.000 core.py:1363(make_mask_descr)
        1    0.000    0.000    0.000    0.000 __init__.py:286(LogRecord)
        1    0.000    0.000    0.000    0.000 core.py:354(Var)
        5    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        3    0.000    0.000    0.000    0.000 prng.py:111(register_prng)
        1    0.000    0.000    0.000    0.000 linear_util.py:114(EqualStore)
        2    0.000    0.000    0.000    0.000 std.py:1153(_comparable)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 ad.py:485(deflinear)
        1    0.000    0.000    0.000    0.000 threading.py:581(Event)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        1    0.000    0.000    0.000    0.000 jax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:1408(_update_default_device_global)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:79(AllocaSemaphoreOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2628(Expm1Op)
        1    0.000    0.000    0.000    0.000 __init__.py:735(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 config.py:887(_ThreadLocalStateCache)
        1    0.000    0.000    0.000    0.000 glob.py:8(Translator)
        1    0.000    0.000    0.000    0.000 pxla.py:1835(SemanticallyEqualShardings)
        1    0.000    0.000    0.000    0.000 mesh.py:322(__init__)
        4    0.000    0.000    0.000    0.000 random.py:337(_check_shape)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1361(DatetimeFormat)
        2    0.000    0.000    0.000    0.000 utils.py:139(__getattr__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:6056(UniformQuantizeOp)
        1    0.000    0.000    0.000    0.000 custom_derivatives.py:824(CustomVJPCallPrimitive)
        1    0.000    0.000    0.000    0.000 core.py:975(MainTrace)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:6117(XlaRngGetAndUpdateStateOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5240(ShiftRightLogicalOp)
        1    0.000    0.000    0.000    0.000 mlir.py:619(ShapePolyLoweringState)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 core.py:1005(__init__)
        1    0.000    0.000    0.000    0.000 context.py:296(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1359(ReinterpretCastOp)
        1    0.000    0.000    0.000    0.000 _meta.py:47(SimplePath)
        1    0.000    0.000    0.000    0.000 _chlo_ops_gen.py:1603(LgammaOp)
        1    0.000    0.000    0.000    0.000 sharding.py:81(SdyDimSharding)
        1    0.000    0.000    0.000    0.000 core.py:2024(bint)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:2706(FloorOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:200(BitcastVregOp)
        1    0.000    0.000    0.000    0.000 xla_client.py:838(PrecisionConfig)
        1    0.000    0.000    0.000    0.000 config.py:63(ValueHolder)
        1    0.000    0.000    0.000    0.000 selectors.py:414(PollSelector)
        1    0.000    0.000    0.000    0.000 threading.py:449(Semaphore)
        1    0.000    0.000    0.000    0.000 custom_partitioning.py:256(custom_partitioning)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:993(MaskCastOp)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1158(create_module)
        1    0.000    0.000    0.000    0.000 core.py:3181(JaxprPpContext)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:593(ndenumerate)
        1    0.000    0.000    0.000    0.000 pjit.py:715(InferParamsCacheEntry)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        2    0.000    0.000    0.000    0.000 custom_partitioning.py:422(__init__)
        1    0.000    0.000    0.000    0.000 callback.py:50(_FlatCallback)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 xla_bridge.py:162(BackendRegistration)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3537(PopulationCountOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:777(CaseOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5601(StochasticConvertOp)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 batching.py:69(Jumble)
        4    0.000    0.000    0.000    0.000 core.py:6730(__has_singleton)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:1577(CosineOp)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 source_info_util.py:221(__init__)
        1    0.000    0.000    0.000    0.000 config.py:1376(<lambda>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2986(Expm1Op)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:1114(ReplicaAxisContext)
        1    0.000    0.000    0.000    0.000 config.py:1445(_update_disable_jit_global)
        2    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:214(AddrlistClass)
        1    0.000    0.000    0.000    0.000 config.py:79(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:6149(XorOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:945(ClzOp)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:82(_SupportsDType)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4843(SineOp)
        1    0.000    0.000    0.000    0.000 _local.py:510(stat)
        6    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3554(LogisticOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5176(ShiftLeftOp)
        1    0.000    0.000    0.000    0.000 __init__.py:324(FileHash)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:5092(TanhOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3997(PopulationCountOp)
        2    0.000    0.000    0.000    0.000 config.py:1675(<lambda>)
        1    0.000    0.000    0.000    0.000 abc.py:149(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:982(CbrtOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1117(ClzOp)
        1    0.000    0.000    0.000    0.000 source_info_util.py:39(Frame)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3500(Log1pOp)
        1    0.000    0.000    0.000    0.000 _local.py:839(PosixPath)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1398(SubArrayFormat)
       12    0.000    0.000    0.000    0.000 dtypes.py:734(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5208(ShiftRightArithmeticOp)
        1    0.000    0.000    0.000    0.000 parse.py:190(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 sharding_impls.py:49(TransferToMemoryKind)
        1    0.000    0.000    0.000    0.000 __init__.py:1277(__init__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:1009(CeilOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:746(GetBarrierSemaphoreOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:172(BitcastOp)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:392(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        5    0.000    0.000    0.000    0.000 vectorize.py:265(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5574(SqrtOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3688(MinimumBroadcastShapesOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:833(CeilOp)
        1    0.000    0.000    0.000    0.000 stages.py:156(Lowering)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3064(FloorOp)
        6    0.000    0.000    0.000    0.000 reductions.py:164(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:662(Context)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:5272(SignOp)
        1    0.000    0.000    0.000    0.000 lax.py:4643(_ArgMinMaxReducer)
        1    0.000    0.000    0.000    0.000 tpu.py:47(RegionOp)
        1    0.000    0.000    0.000    0.000 core.py:384(DropVar)
        6    0.000    0.000    0.000    0.000 core.py:880(__init__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2959(ExpOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3656(MinOp)
        1    0.000    0.000    0.000    0.000 stages.py:372(OutInfo)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 ad.py:255(UndefinedPrimal)
        1    0.000    0.000    0.000    0.000 mlir.py:967(LoweringResult)
        1    0.000    0.000    0.000    0.000 sharing.py:113(transpose_cache_wrap)
        1    0.000    0.000    0.000    0.000 partial_eval.py:2217(DebugInfo)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:2175(WaitDMAOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1443(RollVectorsOp)
        2    0.000    0.000    0.000    0.000 std.py:1157(__hash__)
        1    0.000    0.000    0.000    0.000 custom_derivatives.py:354(CustomJVPCallPrimitive)
        1    0.000    0.000    0.000    0.000 context.py:233(__init__)
        2    0.000    0.000    0.000    0.000 utils.py:17(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:102(FormatReplace)
        1    0.000    0.000    0.000    0.000 __init__.py:145(MLIRError)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:2932(ErfOp)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1331(RegionOp)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3097(LogOp)
        1    0.000    0.000    0.000    0.000 colab_lib.py:35(DOMElement)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3777(NotOp)
        1    0.000    0.000    0.000    0.000 _local.py:851(WindowsPath)
        1    0.000    0.000    0.000    0.000 sharing.py:132(tensordot_cache_wrap)
        1    0.000    0.000    0.000    0.000 discharge.py:78(Environment)
        6    0.000    0.000    0.000    0.000 lax.py:3184(_maybe_upcast)
        1    0.000    0.000    0.000    0.000 _tpu_gen.py:1649(SemaphoreWaitOp)
        1    0.000    0.000    0.000    0.000 partial_eval.py:2529(TracerAsName)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:3070(Log1pOp)
        1    0.000    0.000    0.000    0.000 extras.py:231(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 array_methods.py:650(_IndexUpdateHelper)
        1    0.000    0.000    0.000    0.000 socketserver.py:673(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 config.py:1293(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:163(SimpleTextIOWrapper)
        1    0.000    0.000    0.000    0.000 util.py:104(_platform_supports_abstract_sockets)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:4776(RoundOp)
        1    0.000    0.000    0.000    0.000 __init__.py:777(Filter)
        1    0.000    0.000    0.000    0.000 abc.py:80(ResourceLoader)
        1    0.000    0.000    0.000    0.000 source_info_util.py:92(Transform)
        1    0.000    0.000    0.000    0.000 shard_map.py:454(ShardMapPrimitive)
        1    0.000    0.000    0.000    0.000 lax_numpy.py:3568(PadStatFunc)
        1    0.000    0.000    0.000    0.000 pxla.py:661(ShardInfo)
        1    0.000    0.000    0.000    0.000 pretty_printer.py:69(Doc)
        1    0.000    0.000    0.000    0.000 _stablehlo_ops_gen.py:4816(SignOp)
        1    0.000    0.000    0.000    0.000 xla_client.py:643(PaddingConfigDimension)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:770(Lookup)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2276(IPv6Network)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:146(__init__)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:6001(TupleOp)
        1    0.000    0.000    0.000    0.000 _mhlo_ops_gen.py:3527(LogOp)
        1    0.000    0.000    0.000    0.000 socketserver.py:552(ForkingMixIn)
        8    0.000    0.000    0.000    0.000 contextlib.py:789(__enter__)
